name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Logitech G502 HERO,35.99,Optical,Wired,25600,Right,Black
Logitech G Pro X Superlight,109.99,Optical,Wireless,25400,Right,Black
Logitech G305 (Black),37.53,Optical,Wireless,12000,Right,Black
FinalMouse Air58 Ninja,589.97,Optical,Wired,3200,Right,Blue
Razer Basilisk V3,49.95,Optical,Wired,26000,Right,Black
Logitech G203 Lightsync,25.97,Optical,Wired,8000,Right,Black
Logitech G502 LIGHTSPEED,89.99,Optical,Wireless,25600,Right,Black
Logitech PRO X Superlight 2,149.99,Optical,"Wired, Wireless",32000,Right,Black
Logitech G Pro X Superlight,109.99,Optical,Wireless,25400,Right,White
Razer Basilisk X HyperSpeed,34.98,Optical,Wireless,16000,Right,Black / Green
Glorious Model O,79.98,Optical,Wireless,19000,Right,White
Logitech B100,7.99,Optical,Wired,800,,Black
Logitech G Pro Wireless,89.99,Optical,Wireless,25600,Both,Black
Logitech G502 X Plus,134,Optical,"Wired, Wired, Wireless",25600,Right,Black
SteelSeries Rival 3,29.65,Optical,Wired,8500,Right,Black
Logitech G305 (White),39.99,Optical,Wireless,12000,Right,White
Razer Basilisk V3 Pro + Mouse Dock Pro,199.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Razer DeathAdder Essential,21.2,Optical,Wired,6400,Right,White
Logitech PRO X Superlight 2,149.99,Optical,"Wired, Wireless",32000,Right,White
Corsair M65 RGB ELITE,29.99,Optical,Wired,17997,Right,Black
Logitech G700s,390.44,Laser,Wireless,8200,Right,Black
Glorious MODEL O,49.99,Optical,Wired,12000,Right,Black
Razer DeathAdder V3 Pro,143.4,Optical,Wireless,30000,Right,Black
Razer Viper Ultimate w/Dock,89.99,Optical,Wireless,20000,Both,Black
Logitech Anywhere Mouse MX,158,Laser,Wireless,,Both,Black
Razer Viper V2 Pro,126.99,Optical,Wireless,30000,Right,Black
Razer DeathAdder V2,,Optical,Wired,20000,Right,Black
Logitech G502 X Plus,155.08,Optical,"Wired, Wired, Wireless",25600,Right,White
Razer Basilisk V3 Pro,146.66,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Logitech MX MASTER 3S,99.99,Optical,Wireless,8000,Right,Gray
Verbatim 98616 Go Mini Travel Commuter,4.99,Optical,Wired,,Both,Blue
Corsair NIGHTSWORD RGB,82.89,Optical,Wired,18000,Right,Black
Redragon COBRA M711,19.98,Optical,Wired,10000,Right,Black / Multicolor
Razer Viper 8KHz,39.97,Optical,Wired,20000,Both,Black
Logitech G402,32.99,Optical,Wired,4000,Right,Black
Razer DeathAdder V3,69.98,Optical,Wired,30000,Right,Black
Asus ROG Chakram X Origin,139.99,Optical,"Wired, Wireless, Bluetooth Wireless",36000,Right,Black
Razer Viper Mini,45,Optical,Wired,8500,Right,Black
Corsair DARK CORE RGB PRO SE,79.98,Optical,Wireless,18000,Right,Black
Logitech G305 LIGHTSPEED,64.59,Optical,Wireless,12000,Right,Black
Logitech G703 LIGHTSPEED,65.48,Optical,Wireless,25600,Right,Black
Logitech G502 Proteus Spectrum,62.99,Optical,Wired,12000,Right,Black
Razer Viper V2 Pro,148.63,Optical,Wireless,30000,Right,White
Razer DeathAdder Essential,22.99,Optical,Wired,6400,Right,Black / Green
Logitech G203 Lightsync,20.47,Optical,Wired,8000,Right,White
Logitech G502 X,113,Optical,"Wired, Wired, Wireless",25600,Right,Black
Glorious MODEL O,49.99,Optical,Wired,12000,Right,White
Corsair SCIMITAR RGB ELITE,60.99,Optical,Wired,18000,Right,Black
Razer Viper Ultimate,69.98,Optical,Wireless,20000,Both,Black
Corsair M65 RGB ULTRA WIRELESS,114.99,Optical,Wireless,26000,Right,Black / Silver
Razer DeathAdder V2 Pro,64.25,Optical,Wireless,20000,Right,Black
Razer DeathAdder V3 Pro,149.99,Optical,Wireless,30000,Right,White
Corsair Harpoon RGB,,Optical,Wired,6000,Right,Black
Verbatim Bravo,6.99,Optical,Wired,,Both,Black
Glorious Model O-,79.99,Optical,"Wired, Wireless",19000,Right,White
Logitech G502 X,59.99,Optical,Wired,25600,Right,Black
Asus ROG HARPE ACE AIM LAB EDITION,129.44,Optical,"Wired, Wireless",36000,Right,Black
Glorious Model O,,Optical,Wireless,19000,Right,Black
Razer DeathAdder V2 X HyperSpeed,54.9,Optical,"Wireless, Bluetooth Wireless",14000,Right,Black
Corsair M65 RGB ELITE,69.98,Optical,Wired,17995,Right,White
SteelSeries Rival 5,26.48,Optical,Wired,18000,Right,Black
HP HyperX Pulsefire Haste,39.97,Optical,Wired,16000,Right,Black
Razer Naga V2 Pro,175.57,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Redragon M602,19.98,Optical,Wired,7200,Right,Black
Logitech MX Master 3,99.95,Laser,Wireless,4000,Right,Black / Silver
SteelSeries Aerox 9,149.99,Optical,Wireless,18000,Right,Black
Razer Basilisk V3 Pro,145,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,White / Black
Logitech G600 MMO Gaming Mouse,95.35,Laser,Wired,8200,Right,Black
Razer Naga Trinity,74.69,Optical,Wired,16000,Right,Black
Corsair HARPOON RGB,45.99,Optical,Wireless,10000,Right,Black
SteelSeries Rival 3,39,Optical,Wireless,18000,Right,Black
Lenovo GX30M39704 300,7.99,Laser,Wired,,Both,Black / Orange
MSI CLUTCH,17.98,Optical,Wired,4200,Right,Black
Razer DeathAdder Essential,23.18,Optical,Wired,6400,Right,Black / Green
Logitech M90,8.5,Optical,Wired,1000,Both,Black
Logitech G403 HERO,41.99,Optical,Wired,25600,Right,Black / Blue
Razer Naga Pro,89.65,Optical,Wireless,20000,Right,Black
Logitech MX MASTER 3S,99.99,Optical,Wireless,8000,Right,White
Razer Viper Ultimate,129.99,Optical,Wireless,20000,Both,White
Logitech G502 X,54.99,Optical,Wired,25600,Right,White
Glorious Model O-,72.29,Optical,"Wired, Wireless",19000,Right,Black
SteelSeries Aerox 5,126.63,Optical,"Wired, Wired, Wireless, Bluetooth Wireless",18000,Right,Black
Corsair NIGHTSABRE RGB,169.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Asus P707 ROG SPATHA X,129.99,Optical,Wireless,19000,Right,Black
Corsair DARK CORE RGB PRO,89.99,Optical,Wireless,18000,Right,Black
Asus TUF Gaming M3,19.99,Optical,Wired,7000,Right,Black
Logitech G903 HERO,89.99,Optical,Wireless,25600,Both,Black
Glorious MODEL D,47.49,Optical,Wired,12000,Right,Black
Razer Viper Ultimate w/Dock,74.98,Optical,Wireless,20000,Both,Pink
Logitech MX MASTER 3S,99.99,Optical,Wireless,8000,Right,Black
Corsair M65 RGB ULTRA,61.99,Optical,Wired,26000,Right,Black / Silver
Asus ROG HARPE ACE AIM LAB EDITION,149.99,Optical,"Wired, Wireless",36000,Right,White
HP HyperX Pulsefire Core RGB,29.1,Optical,Wired,6200,Right,Black
Glorious MODEL D,47.49,Optical,Wired,12000,Right,White
Logitech G Pro X Superlight,117.46,Optical,Wireless,25400,Right,Pink
Razer Basilisk Ultimate,79.98,Optical,"Wired, Wireless",20000,Right,Black / Green
SteelSeries Aerox 3,,Optical,Bluetooth Wireless,18000,Right,Black
Corsair HARPOON RGB PRO,34.99,Optical,Wired,12000,Right,Black
Razer DeathAdder 2013,39.97,Optical,Wired,6400,Right,Black
Razer Orochi V2,32.48,Optical,Wireless,18000,Right,White
Genius DX 110,,Optical,Wired,1000,Both,Black
Corsair GLAIVE RGB Aluminum,,Optical,Wired,16000,Right,Black
Corsair DARKSTAR,169.99,Optical,"Wireless, Bluetooth Wireless",26000,Right,Black
Razer Mamba Elite,42.95,Optical,Wired,16000,Right,Black
SteelSeries Rival 650 Wireless,57.99,Optical,Wireless,12000,Right,Black
Logitech M317,9.99,Laser,Wireless,,Both,Black
SteelSeries Rival 600,46,Optical,Wired,12000,Right,Black
Razer DeathAdder Elite,41.98,Optical,Wired,16000,Right,Black / Green
Logitech TrackMan,395,Trackball,Wireless,,Right,Black / Silver
Razer Viper Mini Signature Edition,,Optical,"Wired, Wireless",30000,Right,Black
Logitech M100,9.99,Optical,Wired,1000,Both,Black
Corsair IRONCLAW RGB WIRELESS,79.98,Optical,Wireless,18000,Right,Black
Glorious Model I,56.99,Optical,Wired,19000,Right,Black / Red
NZXT Lift,39.98,Optical,Wired,16000,Right,Black
Corsair SABRE RGB PRO CHAMPION SERIES,41,Optical,Wired,18000,Right,Black
Razer Basilisk V3 X Hyperspeed,69.98,Optical,"Wired, Wireless, Bluetooth Wireless",18000,Right,Black
Corsair SCIMITAR ELITE WIRELESS MMO,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Cooler Master MM720 Glossy,18.98,Optical,Wired,16000,Right,White
HP HyperX Pulsefire Haste,65.98,Optical,Wireless,16000,Right,Black
Razer Naga Chroma,236.94,Laser,Wired,16000,Right,Black
Logitech G502 X,111,Optical,"Wired, Wired, Wireless",25600,Right,White
Logitech PRO X Superlight 2,159,Optical,"Wired, Wireless",32000,Right,Pink
Cooler Master MM711 Matte Black,25.99,Optical,Wired,16000,Right,Black
Logitech MX MASTER 2S (Black),64.98,Laser,Wireless,4000,Right,Black
Asus P704 ROG CHAKRAM,148.61,Optical,Wireless,16000,Right,Black
Logitech G102 LIGHTSYNC RGB,31.9,Optical,Wired,8000,Right,Black
Razer Naga Epic Chroma,299.99,Laser,Wireless,8200,Right,Multicolor
Razer Cobra Pro,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Logitech G705,72.59,Optical,"Wired, Wireless, Bluetooth Wireless",8200,Right,White
Verbatim 98113,7.68,Optical,Wired,,Both,Black
ROCCAT KONE Pro Air,39.99,Optical,Wireless,19000,Right,Black
MSI Clutch GM11,19.98,Optical,Wired,5000,Right,Black
SteelSeries Aerox 3,,Optical,Wired,8500,Right,Black
Razer Basilisk Ultimate,99.5,Optical,Wireless,20000,Right,Black
Corsair M65 RGB ULTRA WIRELESS,108.95,Optical,Wireless,26000,Right,
Redragon M908 IMPACT MMO,38.65,Optical,Wired,12400,Right,Black
Logitech G305 LIGHTSPEED,81.84,Optical,Wireless,12000,Right,White
Asus ROG Keris Wireless EVA Edition,106.99,Optical,Wired,,Both,Black / Purple
Logitech G502 SE HERO,52.98,Optical,Wired,25600,Right,Black / Silver
Logitech MX Vertical,85.99,Optical,Wireless,4000,Right,Gray / Silver
Logitech G305 LIGHTSPEED,39.5,Optical,Wireless,12000,Right,Blue / Green
EVGA X20,24.99,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Gray / Black
Corsair M75 AIR,149.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Razer Basilisk V2,79.93,Optical,Wired,20000,Right,Black
Logitech PRO Wireless,194,Optical,Wireless,25600,Both,Black
HP HyperX Pulsefire Surge,38,Optical,Wired,16000,Right,Black
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000,Right,White / Blue
Rosewill Neon M62,19.83,Optical,Wired,10000,Right,Black
Logitech G602,179.9,Optical,Wireless,2500,Right,Black / Silver
Corsair M65 PRO RGB FPS,59.99,Optical,Wired,12000,Right,Black
Razer DeathAdder V3 Pro Faker Edition,169.99,Optical,"Wired, Wireless",30000,Right,Red / Black
EVGA X20,19.98,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black / Silver
Corsair SCIMITAR PRO RGB,59.7,Optical,Wired,16000,Right,Black
Razer Naga X,61.99,Optical,Wired,18000,Right,Black
Glorious Model O-,47.49,Optical,Wired,12000,Right,Black
Glorious Model O 2,79.98,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Razer Orochi V2,44.88,Optical,Wireless,18000,Right,Black
Corsair IRONCLAW RGB FPS/MOBA,55.99,Optical,Wired,18000,Right,Black
Gigabyte AORUS M5,29,Optical,Wired,16000,Right,Black
Logitech G303 SHROUD EDITION,114.5,Optical,Wireless,25000,Right,Black
Logitech M330 SILENT PLUS,19.98,Optical,Wireless,1000,Right,Black
HP HyperX Pulsefire Haste 2,84.99,Optical,"Wired, Wireless, Bluetooth Wireless",3200,Right,Black
Asus ROG Gladius III,113.99,Optical,Wireless,26000,Right,Black
Logitech G604 LIGHTSPEED,120.39,Optical,Wireless,25600,Right,Black
Razer Viper,35.98,Optical,Wired,16000,Both,Black / Green
Logitech M510,24.18,Laser,Wireless,1000,Right,Black
Logitech G403 Prodigy,189.99,Optical,Wireless,12000,Right,Black
Glorious Model O-,39.99,Optical,Wired,12000,Right,White
Logitech G Pro X Superlight,159.99,Optical,Wireless,25400,Right,Red
Glorious Model O 2,89.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Glorious Model D 2 PRO,99.99,Optical,"Wired, Wireless",26000,Right,Black
Razer DeathAdder,199.99,Laser,Wired,3500,Left,Black
Corsair KATAR PRO XT,34.99,Optical,Wired,12400,Right,Black
Asus ROG Gladius III,74.98,Optical,Wired,26000,Right,Black
Logitech G903,99.99,Optical,Wireless,12000,Both,Black / Blue
HP HyperX Pulsefire FPS Pro,,Optical,Wired,16000,Right,Black
Logitech G203 Prodigy,36.99,Optical,Wired,6000,Right,Black
Logitech G900 CHAOS SPECTRUM,110,Optical,Wireless,12000,Both,Black
Logitech G305 LIGHTSPEED,42.44,Optical,Wireless,12000,Right,Purple
Corsair SABRE RGB PRO WIRELESS CHAMPION SERIES,149.94,Optical,Wireless,26000,Right,Black
ROCCAT Kone XTD,,Laser,Wired,8200,Right,Black / Silver
Razer Basilisk V3 Pro + Wireless Charging Puck,169.99,Optical,"Wired, Wireless, Bluetooth Wireless",30000,Right,Black
Logitech M720 Triathlon,33.99,Optical,Bluetooth Wireless,1000,Right,Black
Glorious Model I 2,99.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
MSI CLUTCH GM51,73,Optical,"Wired, Wireless",26000,Right,Black
Logitech G Pro,78.45,Optical,Wired,12000,Right,Black
Asus ROG Strix Impact II,50.4,Optical,Wired,6200,Right,Black
ROCCAT KONE Pro Air,39,Optical,Wireless,19000,Right,White
Razer DeathAdder Chroma,44.13,Optical,Wired,10000,Right,Black
Razer Cobra,38,Optical,Wired,8500,Right,Black
Corsair M55 RGB Pro,39.99,Optical,Wired,12400,Both,Black
GameMax Tornado,,Optical,Wired,2000,Right,Black
Cooler Master MM710 Glossy Black,19.98,Optical,Wired,16000,Right,Black
ROCCAT Burst Pro,19.98,Optical,Wired,16000,Right,Black
Razer Atheris,33.25,Optical,Wireless,7200,Right,Black
FinalMouse Ultralight Pro,,Optical,Wired,3200,Right,Black
Corsair KATAR PRO,34.98,Optical,Wireless,10000,Right,Black
Logitech G403 Prodigy,59.98,Optical,Wired,12000,Right,Black
Redragon Mammoth,29.99,Laser,Wired,16400,Right,Black / Red
Asus TUF Gaming M4 Air,34.99,Optical,Wired,16000,Right,Black
Corsair KATAR ELITE,59.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Logitech T650,,Touchpad,Wireless,,Both,Silver
Cooler Master MM720 Matte,19.98,Optical,Wired,16000,Right,Black
Redragon Perdition,35.99,Laser,Wired,16400,Right,Black / Red
ROCCAT Kone AIMO Remastered,69.3,Optical,Wired,16000,Right,White
Microsoft MHC-00001,193.4,Optical,Wireless,,Both,Black
SteelSeries Prime,39.99,Optical,Wired,18000,Right,Black
Logitech M570,,Trackball,Wireless,,Right,Black
Asus ROG Gladius II Origin,142.83,Optical,Wired,12000,Right,Black
Razer Viper,47.99,Optical,Wired,16000,Both,Pink / Gray
Endgame Gear XM1r,59.99,Optical,Wired,19000,Right,Black / Gold
Logitech M185,14.99,Optical,Wireless,,Both,Gray
Kensington K72356US,7.98,Optical,Wired,,Both,Black
ROCCAT Kone XP Air,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",19000,Right,White
Endgame Gear XM2we,89.99,Optical,"Wired, Wireless",19000,Right,Black
ROCCAT KONE Pro,28.99,Optical,Wired,19000,Right,Black
Logitech M705,29.99,Laser,Wireless,,Right,Black
Razer DeathAdder V2 Mini,48.97,Optical,Wired,8500,Right,Black
Logitech G102 LIGHTSYNC RGB,29.9,Optical,Wired,8000,Right,White
SteelSeries Rival 100,13.99,Optical,Wired,4000,Right,Gold
Asus ROG Strix Impact II,65.56,Optical,Wireless,16000,Right,Black
ROCCAT Kone AIMO Remastered,80.68,Optical,Wired,16000,Right,Black
Glorious Model I,83.78,Optical,Wired,19000,Right,White / Red
Asus ROG Chakram X,,Optical,"Wired, Wireless, Bluetooth Wireless",36000,Right,Black
Razer Lancehead Tournament Edition,79,Optical,Wired,16000,Both,Pink
Targus AMU81USZ,6.99,Optical,Wired,1000,,Black
Logitech G502 Proteus Core,,Optical,Wired,12000,Right,Black / Blue
Microsoft Comfort Mouse 6000,207.21,Optical,Wired,1000,Right,Black
Gigabyte GM-M5050,15,Optical,Wired,800,Both,Black
Cooler Master MM730,14.99,Optical,Wired,16000,Right,White / Gray
Logitech G300S,39.99,Optical,Wired,2500,Both,Black / Blue
Logitech MX Master,157.24,Laser,Bluetooth Wireless,1600,Right,Brown / Black
Asus ProArt Mouse MD300,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",4200,Right,Black
Razer Viper Ultimate,89.99,Optical,Wireless,20000,Both,White / Gray
Genius DX 110,8.19,Optical,Wired,1000,Both,Black
Logitech G305 LIGHTSPEED,59.99,Optical,Wireless,12000,Right,White / Black
Redragon ‎M711-FPS COBRA RGB,,Optical,Wired,24000,Right,Black
SteelSeries Prime Wireless,87.29,Optical,Wireless,18000,Right,Black
V7 Full size USB Optical Mouse,14.98,Optical,Wired,1000,Both,Silver / Black
EVGA X15 MMO Gaming,39.99,Optical,Wired,16000,Right,Black
Logitech G203 Lightsync,23.4,Optical,Wired,8000,Right,Purple
Logitech MX Ergo Plus,92.99,Optical,Wireless,440,Right,Black
Logitech G303 Daedalus Apex,279.99,Optical,Wired,12000,Right,Black / Orange
TeckNet M268-Black,,Optical,Wired,3000,Right,Black
Cherry MC 1000,9.94,Optical,Wired,1200,Both,Black
Mad Catz The Authentic R.A.T 8+,90.96,Optical,Wired,16000,Right,Black
Asus TUF Gaming M3 Gen II,24.99,Optical,Wired,8000,Right,Black / Yellow
EVGA X12,19.98,Optical,Wired,16000,Both,White / Gray
Asus TUF Gaming M4 Wireless,59.99,Optical,Wireless,,Right,Black
HP HyperX Pulsefire Haste,69.98,Optical,Wireless,16000,Right,White
Glorious Model O 2,64.98,Optical,Wired,26000,Right,Black
Logitech MX518,69.9,Optical,Wired,16000,Right,Black
Logitech MX Master,104.75,Optical,Wireless,1600,Right,Black / Copper
Logitech M170,12.99,Optical,Wireless,,Both,Gray
Anker AK-98ANWVM-UBA,25,Optical,Wireless,1600,Right,Black
Glorious Model O 2,64.98,Optical,Wired,26000,Right,White
EVGA X17,26.98,Optical,Wired,16000,Right,Black / Gray
Endgame Gear XM1r,59.99,Optical,Wired,19000,Right,White / Gold
MSI CLUTCH GM50,63.99,Optical,Wired,7200,Right,Black
SteelSeries 62050,,Optical,Wired,3600,Right,Black
Glorious Model I 2,99.99,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Razer DeathAdder V2 - Halo Infinite,80,Optical,Wired,20000,Right,Green / Black
Verbatim 99768 Commuter,10.95,Optical,Wireless,,Both,White
Mad Catz R.A.T. 3,,Optical,Wired,3500,Right,Black
Dell MS116,19.99,Optical,Wired,1000,Both,Black
UtechSmart Venus,32.99,Laser,Wired,16400,Right,Black
Logitech M185,,Laser,Wireless,,Both,Black
HP HyperX Pulsefire Haste,37.99,Optical,Wired,16000,Right,White / Pink
Razer Lancehead Tournament Edition Mercury,141.21,Optical,Wired,16000,Both,White / Gray
Glorious Model D-,47.49,Optical,Wired,12000,Right,Black
SteelSeries Rival 310,,Optical,Wired,12000,Right,Black
HP HyperX Pulsefire Haste 2,59.99,Optical,Wired,3200,Right,Black
Razer Viper,70.44,Optical,Wired,16000,Both,White / Gray
Razer Naga V2 HyperSpeed,84.99,Optical,"Wireless, Bluetooth Wireless",30000,Right,Black
Cooler Master MM710 Matte Black,48.95,Optical,Wired,16000,Right,Black
Glorious Model D-,39.99,Optical,Wired,12000,Right,White
Cherry MC 1000,16.68,Optical,Wired,1200,Both,Gray
Cooler Master MM712,58.99,Optical,"Wired, Wireless, Bluetooth Wireless",19000,Right,Black
Razer Orochi V2 Quartz,63.99,Optical,Wireless,18000,Right,Pink / Gray
Logitech Rechargeable Trackpad for Mac,257.38,Touchpad,Bluetooth Wireless,,Both,Silver
MSI CLUTCH,41.99,Optical,Wired,6400,Right,Black
Logitech G703 (Black),70.8,Optical,Wireless,12000,Right,Black
Perixx MX-2000B,,Laser,Wired,5040,Right,Black / Silver
Cooler Master MM711 Glossy White,27,Optical,Wired,16000,Right,White
Gigabyte AORUS M2,24.99,Optical,Wired,6200,Both,Black
Razer Naga Left-Handed Edition,99.99,Optical,Wired,20000,Left,Black
Pulsar X2,,Optical,"Wired, Wireless",26000,Right,Black
Adesso HC-3003US,7.86,Optical,Wired,1000,Both,Black
Razer Taipan,176.47,Laser,Wired,8200,Both,Black / White
SteelSeries Sensei 310,83.49,Optical,Wired,12000,Both,Black
Pulsar Xlite V2,79.95,Optical,Wireless,20000,Right,White
Razer Basilisk,,Optical,Wired,16000,Right,Pink
Logitech G PRO Hero,89.99,Optical,Wired,25600,Right,Black
Asus ROG Chakram Core,109.84,Optical,Wired,16000,Right,Black
HP HyperX Pulsefire Dart,59.99,Optical,Wireless,16000,Right,Black
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado,20.99,Optical,Wired,7000,Right,Black / Green
ROCCAT Kone XP Air,129.99,Optical,"Wired, Wireless, Bluetooth Wireless",19000,Right,Black
Endgame Gear XM2we,89.99,Optical,"Wired, Wireless",19000,Right,White
AOC GM500,14.99,Optical,Wired,5000,Both,Black
MSI CLUTCH GM31,61.18,Optical,"Wired, Wireless",12000,Right,Black
Adesso IMOUSEG1,9.99,Optical,Wired,2400,Both,Black / Blue
A4Tech Bloody AL90,59.99,Laser,Wired,,Right,Black
Mad Catz ‎R.A.T Pro X3 Supreme Limited Edition,,Optical,Wired,16000,Right,Black / Gold
SteelSeries Rival 110,75.98,Optical,Wired,7200,Right,Black
Logitech MX Master 3,129.99,Laser,Wireless,4000,Right,Silver
SteelSeries Rival 5 Destiny Edition,90.63,Optical,Wired,18000,Right,White / Silver
Razer Basilisk,69.95,Optical,Wired,16000,Right,Black / Green
Corsair DARK CORE RGB,,Optical,Wireless,16000,Right,Black
Logitech G603,,Optical,Wireless,12000,Right,Black
Logitech MX Anywhere 2,124.99,Laser,Wireless,1600,Right,Black / Gold
ROCCAT Kain 100 Aimo RGB,115,Optical,Wired,8500,Right,Black
Razer Mamba Tournament Edition,,Laser,Wired,16000,Right,Black
Keychron M3,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Black
Asus ROG Gladius,212.08,Optical,Wired,6400,Right,Black / Red
Logitech M535,14.99,Optical,Bluetooth Wireless,,Both,Blue
Razer Diamondback,59.99,Laser,Wired,16000,Both,Black
V7 M30P10-7N,8.94,Optical,Wired,1000,Both,Black
SteelSeries Sensei Ten,69.98,Optical,Wired,18000,Right,Black
Cooler Master MM711 Matte White,29.99,Optical,Wired,16000,Right,White
Asus ROG Spatha,,Laser,Wireless,8200,Right,Black
Cooler Master MM731,79.98,Optical,Wireless,19000,Right,White / Gray
Anker AK-98ANWVM-BA,22.99,Optical,Wired,1000,Right,Black
Logitech G203 Lightsync,24,Optical,Wired,8000,Right,Blue
MSI CLUTCH,59.99,Optical,Wireless,6400,Right,Black
Razer Lancehead,165.43,Laser,Wireless,16000,Both,Black / Green
DLAND Zelotes T90,,Optical,Wired,9200,Right,Black
Pulsar Xlite V2,,Optical,Wireless,20000,Right,Black
Apple MB829LL/A,,Laser,Bluetooth Wireless,,,White
A4Tech Bloody V7,44,Optical,Wired,3200,Both,Black / Red
Pulsar X2 Mini,,Optical,"Wired, Wireless",26000,Right,White
EVGA X12,41.89,Optical,Wired,16000,Both,Black
HP X500,,Optical,Wired,,Both,Black
Microsoft Intellimouse Pro - White Shadow,115.87,Optical,Wired,16000,Right,White / Black
Razer Lancehead Tournament Edition,94.98,Optical,Wired,16000,Both,Black / Green
MSI CLUTCH,33.98,Optical,Wired,6400,Right,Black
Logitech MX Anywhere 3 for Business,87.7,Laser,"Wireless, Bluetooth Wireless",4000,Right,Black
ROCCAT Burst Pro,34.72,Optical,Wired,16000,Right,White
3Dconnexion CadMouse Pro,113,Optical,Wireless,7200,Left,Black
Razer Viper Ultimate w/Dock,,Optical,Wireless,20000,Both,Yellow / Black
Zowie ZA13-B,,Optical,Wired,3200,Right,Black
HP HyperX Pulsefire Haste 2,52.99,Optical,Wired,3200,Right,White
Cooler Master MM712,59.99,Optical,Wired,19000,Right,White
Glorious MODEL O GLOSSY,39.99,Optical,Wired,12000,Right,White
Cooler Master MM831,75.98,Optical,Wireless,32000,Right,Black
Cooler Master MM730,34.61,Optical,Wired,16000,Right,Black
Verbatim 99781 Commuter,10.99,Optical,Wireless,,Both,Purple
ROCCAT Kain 120 Aimo RGB,93.49,Optical,Wired,16000,Right,Black
Logitech MX ANYWHERE 3,79,Laser,"Wireless, Bluetooth Wireless",4000,Right,White
Logitech T631,199,Laser,Bluetooth Wireless,,Both,White
Corsair M65 PRO RGB FPS (White),,Optical,Wired,12000,Right,White
ROCCAT Kone EMP,,Optical,Wired,12000,Right,Black
Zowie FK1,,Optical,Wired,2300,Both,Black / Yellow
Zowie EC2-A,,Optical,Wired,3200,Right,Black
SteelSeries Rival 500,,Optical,Wired,16000,Right,Black
Alienware AW558,,Optical,Wired,5000,Right,Black / Silver
Mad Catz The Authentic R.A.T 6+,61.99,Optical,Wired,12000,Right,Black
ROCCAT KONE Pure Ultra,47.95,Optical,Wired,16000,Right,White
Gigabyte AORUS M4,23.99,Optical,Wired,6400,Both,Black
HP HyperX Pulsefire Haste 2,89.99,Optical,"Wired, Wireless, Bluetooth Wireless",3200,Right,White
ROCCAT KONE Pure Ultra,64.31,Optical,Wired,16000,Right,Black
Razer Pro Click,99.99,Optical,Wireless,16000,Right,White
Asus P702 ROG GLADIUS II WIRELESS,110.99,Optical,Wireless,16000,Right,Black / Red
HP QY777AA,9.69,Optical,Wired,800,Both,Black
BenQ Zowie EC2-B,,Optical,Wired,3200,Right,Black
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000,Right,Black
Logitech M650 L,,Optical,"Wireless, Bluetooth Wireless",4000,Right,Black
SteelSeries Prime+,56,Optical,Wired,18000,Right,Black
Logitech M330 SILENT PLUS,18.67,Optical,Wireless,1000,Right,Gray / Yellow
HP HyperX Pulsefire Raid,32.97,Optical,Wired,16000,Right,Black
Razer Mamba Wireless 2018,96.59,Optical,Wireless,16000,Right,Black / Green
SteelSeries Rival 100,199.99,Optical,Wired,4000,Right,Black / Orange
Thermaltake Level 20 RGB,69.98,Optical,Wired,16000,Both,Black
Cooler Master MM711 Wilderness Limited Edition,28.95,Optical,Wired,16000,Right,Green
Logitech M510,31.99,Laser,Wireless,1000,Right,Blue
Ergoguys Comfi Ergonomic Mouse,40.98,Optical,Wired,1000,Right,Black
HP OMEN Photon,89.95,Laser,Wireless,8200,Right,Black / Red
Logitech Pebble M350,19.48,Optical,Bluetooth Wireless,1000,Both,Pink
Logitech M310,12.99,Laser,Wireless,,Both,Silver
Corsair GLAIVE RGB,,Optical,Wired,16000,Right,Black
Adesso iMouse G2,19.54,Optical,Wired,2400,Right,Black
ROCCAT Kain 200 Aimo RGB,99.99,Optical,Wireless,16000,Right,Black
A4Tech D-312,12.99,Optical,Wired,1000,Both,Black
