name,price,size,color,rpm,airflow,noise_level,pwm
Phanteks M25G2-140,14.98,140,Black,"350,1800",101.78,36.4,true
Corsair iCUE LINK RX120 MAX Starter Kit 3-Pack,100.97,120,Black,"400,2000","16.5,71.6","10,29.5",true
be quiet! Light Wings 3-Pack,64.9,120,White,2500,52.3,31,true
Gigabyte AORUS EZ CHAIN FAN 120 3-Pack,51.99,120,Black,"600,2000",60,"8.2,29",true
Lian Li UNI FAN P28,26,120,White,"200,2600","44.94,92","20.4,32.1",true
be quiet! Light Wings LX 3-Pack,58.9,140,Black,1800,75.5,30.5,true
Corsair iCUE QL120,23.99,120,Black,"525,1500",41.8,26,true
Corsair iCUE LINK RX140 MAX RGB Starter Kit 2-Pack,104.99,140,Black,"300,1600","27.2,102.9","10,31",true
ARCTIC P14 5-Pack,33.99,140,Black,1700,72.8,22.5,false
Noctua A9x14,18.95,92,Brown,"300,2200","22.42,29.72","13.5,19.89",true
Kingwin CF-08LB,5.99,80,Black,1700,30,25,false
Noctua F12 industrialPPC-2000 IP67 PWM,34.95,120,Brown / Black,"450,2000",71.69,29.7,true
KOLINK Classic,13.05,120,Black,1500,52.15,21.6,true
Lian Li UNI FAN TL 120 3-Pack,,120,Black,"200,2600",90.1,33,false
Lian Li UNI SL120 3-Pack,,120,Black,"800,1900",58.54,"17,31",true
Silverstone FHS 140X,27.24,140,Black,"800,3400",222.95,50,true
Corsair iCUE QL120 3-Pack,,120,White / Black,"525,1500",41.8,26,true
Phanteks M25-120 PWM,16.98,120,Black,"500,2000",84.26,35.7,true
Asus TUF Gaming TR120 ARGB 3-Pack,62.99,120,Black,2000,76.3,29,true
Phanteks PH-F140D30R,42.99,140,Black,"250,1800",71.76,32.1,true
Phanteks PH-F140D30R 3-Pack,114.99,140,White,"250,1800",71.76,32.1,true
Deepcool FC120 WHITE-3 IN 1 3-Pack,,120,White,"500,1800",61.91,28,true
ID-COOLING AF-125 3-Pack,24.99,120,White,"500,2000",78.25,29.85,true
Noctua F12 industrialPPC-2000,27.95,120,Brown / Black,2000,71.69,29.7,false
NZXT F120P (2024),15.61,120,White,"500,2000",73.47,30,true
Deepcool FK120,,120,Black,"500,1850",68.99,28,true
Antec Prizm 5+C 5-Pack,56.99,120,Black,2000,45.03,32.6,true
Corsair iCUE AF120 RGB SLIM,,120,Black,"600,2000","13.4,56.3",27.5,true
Lian Li UNI FAN P28 3-Pack,122.79,120,White,"200,2600","44.94,92","20.4,32.1",true
TRYX ROTA SL 3-Pack,79.99,120,Black,"500,1850",65.64,28.87,true
Jonsbo ZB-120BR,14.49,120,Black,"700,2400","20.95,65.26","20.3,36.6",true
Thermaltake CT120 ARGB Sync 2-Pack,29.44,120,White,"500,2000",57.05,25.8,true
Noctua NF-A12x25 G2 LS-PWM,34.9,120,Brown,"850,1100","26.6,39.02","7.8,11.8",true
MSI MPG EZ120 3-Pack,119.99,120,White,,"0,73.82","0,28.82",true
Cooler Master MasterFan MF Halo 3-Pack,69.98,120,Black,"650,1800",47.2,"6,30",true
NZXT F140 RGB DUO 2-Pack,69.15,140,Black,"500,1800",84.75,36,true
Cooler Master MasterFan MF120 Halo²,18.57,120,Black,,51.88,27,true
be quiet! Silent Wings Pro 4,37.89,140,White,2400,97.41,36.8,true
be quiet! Light Wings PWM 3-Pack,79.9,140,Black,1500,56,23.3,true
Silverstone Air Slimmer 120,,120,Black,,"0,63.67","0,31.7",true
Corsair iCUE LINK LX140 RGB 2-Pack,119.99,140,White,"350,2000","10.74,84.7","10,36",true
Corsair RS140,19.98,140,Black,"330,1700","14.6,95.5","10,36",true
Corsair iCUE ML RGB ELITE Premium 3-Pack,,120,Black,"450,2000","14.86,58.1","10,30.4",true
Noctua NF-A6x25-PWM,16.95,60,Brown,"550,3000","13.3,17.19","13.7,19.3",true
ARCTIC S12038-4K 3-Pack,34.99,120,Black,"600,4000",106,,true
Thermaltake CT,19.98,200,Black,"500,900",131.6,27.2,true
Thermalright TL-P12-S,7.29,120,Black / White,1500,52.86,22.1,true
Cooler Master SickleFlow,20.12,140,Black,"650,1400",67,"10,27",true
ID-COOLING AS-120,,120,Black,"300,2000",58,27.2,true
be quiet! Pure Wings 2,,140,Black,"400,1000",61.2,19.8,true
ID-COOLING ZF,,120,Pink / White,"900,2000",,"16.3,33.5",true
Corsair RS120 MAX,34.99,120,Black,2000,"16.5,72",29.5,true
be quiet! Light Wings LX,19.89,140,Black,1800,75.5,30.5,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,White,"500,2000",68,28.5,true
MSI MPG F120 ARGB-2B 2-Pack,39.99,120,Black,"600,1200",50.79,25.7,true
Fractal Design Dynamic X2 GP-14,28.2,140,Black,1000,68.4,18.9,false
Fractal Design Aspect 12,45.52,120,Black,1200,32,18.3,false
ARCTIC F8 PWM PST 5-Pack,49.99,80,Black,"300,2000",31,,true
Thermalright TL-P9,7.99,92,Black,2200,32.77,23.85,true
MSI MPG EZ120,39.99,120,Black,,"0,73.82","0,28.82",true
Noctua A15 HS-PWM chromax.black.swap,28.95,140,Multicolor,"300,1500",82.52,24.6,true
APNX FP2,32.27,120,Black,"500,1800",83.87,"15.3,34.8",true
HYTE flow FA12 3-Pack,34.9,120,Black / White,1500,72,28,true
Thermalright TL-B8,7.79,80,Gray,2200,34,24,true
Deepcool FL12 3-Pack,,120,White,"500,2150",55,32,true
Cooler Master SickleFlow,,120,Black,"650,1800",62,"8,27",true
Thermalright TL-M12QR X3 3-Pack,,120,Black,1500,47.6,23.2,true
Corsair iCUE SP RGB ELITE 3-Pack,,120,White,"400,1500",47.73,28,true
ARCTIC P9 Max,9.99,92,Black,"450,4300",58.25,,true
APNX FP1,16.97,120,Black,"500,1600",74.6,"15.3,33.2",true
Fractal Design Dynamic X2 GP-12,26.49,120,Black,1200,52.3,19.4,false
Corsair RS120 MAX 3-Pack,80.7,120,Black,2000,"16.5,72",29.5,true
Corsair iCUE LINK RX140 MAX Starter Kit 2-Pack,37.86,140,Black,"300,1600","27.5,103.5","10,31",true
Thermaltake CT140 2-Pack,34.98,140,Black,"500,1500",77.37,,true
NZXT F140 RGB,26.99,140,Black,"500,1800","24.85,89.48","20,32.5",true
Lian Li Uni Fan SL 2-Pack,104.06,140,White,"500,1500",70.5,30,true
Lian Li UNI SL120,,120,Black,"800,1900",58.54,"17,31",true
Lian Li UNI SL120 3-Pack,,120,White,"800,1900",58.54,"17,31",true
be quiet! Light Wings LX 3-Pack,62.9,120,White,2100,61.8,30.9,true
Jonsbo ZB-120B,14.49,120,Black,"700,2400","20.95,65.26","20.3,36.6",true
Phanteks M25G2-140 D-RGB 3-Pack,39.99,140,White,"350,1800",101.78,36.4,true
Noctua A14 industrialPPC-2000 IP67 PWM,34.95,140,Brown / Black,"500,2000",107.41,31.5,true
Lian Li UNI FAN AL140 V2,,140,Black,"250,1600",81.3,26.8,true
Corsair iCUE AF140 RGB ELITE 2-Pack,85.98,140,Black,"500,1700","19.5,89","5,33.8",true
Cooler Master MasterFan MF140 Halo²,24.17,140,Black,,59.51,27,true
Bitspower Notos,22,120,Black / White,"800,1800",,"25,28",true
Phanteks PH-F140D30 3-Pack,114.99,140,Black,"250,1800",71.93,29.5,true
be quiet! Light Wings 3-Pack,69.9,140,White,2200,71.7,31,true
Thermaltake TOUGHFAN 2-Pack,35.99,120,Black,"500,2000",58.35,22.3,true
Thermaltake CT140 ARGB Sync 2-Pack,43.99,140,Black,"500,1500",77.37,30.5,true
upHere 12BK3-3-USA OU3 3-Pack,,120,Black,1200,38,19,false
Thermaltake SWAFAN EX14 ARGB 3-Pack,89.99,140,Black,"500,2000","79.3,81.6","34.5,38.8",true
Corsair iCUE AF120 RGB ELITE 3-Pack,,120,White,"550,2100","13.8,65.57","5,34.1",true
Iceberg Thermal IceGALE Xtra 3-Pack,24.99,120,Gray,"500,3000",127,"0,44",true
be quiet! Silent Wings 4,26.9,140,White,1900,78.4,29.3,true
Geometric Future Squama 2503 3-Pack,49.9,140,Black,"800,2400",91.15,34,true
be quiet! Light Wings LX,19.89,120,Black,2100,61.8,30.9,true
Thermaltake Riing Plus TT Premium Edition,119.08,200,Black,"500,1000",117.96,29.2,true
Razer Kunai Chroma 3-Pack,139.94,120,Black,"500,2200","17.48,65.5","15,35",true
GAMDIAS AEOLUS P2 3-Pack,67.98,120,Black,"1000,2400",74.97,,true
Apevia Electro 6-Pack,39.99,120,White / Black,1350,57.67,24.7,false
Corsair iCUE QL140,49.99,140,Black,"550,1250",50.2,26,true
Corsair ML120 PRO 3-Pack,159,120,Black / White,"400,1600",47.3,25,true
be quiet! Pure Wings 3 PWM,14.9,140,White,1200,57.4,21.9,true
Vetroo ARGB120 3-Pack,19.98,120,Black,1300,48.1,,true
be quiet! Silent Wings 4,35.99,120,White,2500,76.7,31.2,true
Cooler Master MasterFan MF Halo 3-Pack,102.94,120,White,"650,1800",47.2,"6,30",true
Corsair LL120,,120,White,2200,63,36,true
Montech RX,15.88,140,White,"600,1600",90.5,27.9,true
Deepcool FT12,,120,Black,"500,2150",75,32,true
Noctua A15 PWM,23.95,140,Brown,"900,1200",,"13.8,19.2",true
Thermalright TL-M12QRW X3 3-Pack,,120,White,1500,47.6,23.2,true
ARCTIC P8 Max,8.99,80,Black,"500,5000",40,25.3,true
Noctua NF-A14x25r G2 PWM SX2-PP 2-Pack,84.95,140,Brown,1500,91.58,24.8,true
Antec Storm T3 3-Pack,29.99,120,Black,"600,2200","18.17,80.47",36.99,true
Montech RX,,140,Black,"600,1600",90.5,27.9,true
Corsair LL140 2-Pack,,140,Black,"600,1300",51.5,25,true
APNX FP1,,120,White,"500,1600",74.6,"15.3,33.2",true
Noctua NF-A14 INDUSTRIALPPC-24V-3000 Q100 IP67 PWM,,140,Black / Brown,"800,3000",158.5,41.3,true
NZXT F140 RGB DUO 2-Pack,71.98,140,White,"500,1800",84.75,36,true
Noctua A14 industrialPPC-2000,32.95,140,Brown / Black,2000,107.42,31.5,false
be quiet! Light Wings,34.9,140,White,1300,51.37,25.5,true
be quiet! Shadow Wings 2,18.89,140,Black,900,49.8,14.9,true
Asus TUF GAMING TF120 ARGB White,15.99,120,White,"250,1900",76,29,true
be quiet! Silent Wings 3,,120,Black,1450,50.5,16.4,true
Montech Metal Pro 3-Pack,45.99,120,White,"600,2200",76.2,29.1,true
ENDORFY Stratus,5.5,120,Black,"200,1400",,,true
Thermalright TL-P9,7.49,92,White,2200,32.77,23.85,true
Fractal Design Prisma AL 2-Pack,181.35,180,Black,"300,1200","43.1,146.8","14.9,37.4",true
Montech Metal Pro,15.9,120,Black,"600,2200",76.2,29.1,true
Thermalright TL-M12QW X3 3-Pack,,120,White,2000,68.9,28.2,true
Noctua B9 redux-1600 PWM,14.95,92,Black / Gray,"350,1600",37.85,17.6,true
Fractal Design Dynamic X2 GP,46.77,180,Black,"300,1200","44.9,153.7","16,35.4",true
Thermalright TL-9015,7.49,92,Gray,2700,42.58,22.4,true
Thermaltake CT140 EX Reverse ARGB Sync 3-Pack,74.98,140,White,"500,1800",94.95,32.8,true
be quiet! Pure Wings 3 PWM High-Speed,14.9,140,White,1800,72.2,30.5,true
Thermaltake TOUGHFAN EX12 Pro 3-Pack,84.98,120,Black,"500,2000","64.21,70.8","22.6,29.8",true
Noctua A12x25 ULN,34.95,120,Brown,"900,1200","23.19,32.78","7.6,12.1",false
Gigabyte AORUS EZ CHAIN FAN 120 3-Pack,53.98,120,White,"600,2000",60,"8.2,29",true
Noctua NF-A14x25r G2 PWM,44.95,140,Brown,1500,91.58,24.8,true
Lian Li Uni Fan SL 2-Pack,,140,Black,"500,1500",70.5,30,true
ID-COOLING AF-ARGB-K 3-Pack,39.99,120,White,"500,2000",78,29.9,true
Corsair iCUE QL120,24.99,120,White / Black,"525,1500",41.8,26,true
Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,49.99,140,Black,"500,1400",70.32,30.4,true
Cooler Master CF120 ARGB,19.98,120,Black,1200,47.65,20,true
Lian Li ST120 3-Pack,,120,Black,"800,1900",69.17,32,true
Phanteks PH-F140D30,37.97,140,White,"250,1800",71.93,29.5,true
Cooler Master SickleFlow ARGB,33.98,200,Black / Translucent White,,"0,102.8","0,15.7",true
Noctua NF-A14x25 G2 LS-PWM,44.95,140,Brown,"600,800","39.7,48","8.6,11.4",true
Corsair iCUE QL140 2-Pack,124.44,140,Black,1250,50.2,26,true
HYTE THICC FP12 3-Pack,79.99,120,Black / White,,105.8,"10,47.3",true
Thermaltake SWAFAN EX14 ARGB 3-Pack,89.99,140,White,"500,2000","79.3,81.6","34.5,38.8",true
ARCTIC P9 PWM PST,8.49,92,Black,"200,3000",38.83,,true
TRYX ROTA SL 3-Pack,79.98,120,White,"500,1850",65.64,28.87,true
Thermaltake CT140 ARGB Sync 2-Pack,43.99,140,White,"500,1500",77.37,30.5,true
Phanteks PH-F140D30R,39.99,140,White,"250,1800",71.76,32.1,true
Deepcool FC120-3 IN 1 3-Pack,,120,Black,"500,1800",61.91,28,true
NZXT F140 RGB,26.99,140,White,"500,1800","24.85,89.48","20,32.5",true
be quiet! Light Wings PWM,40.13,140,Black,1500,56,23.3,true
Thermalright TL-P12,,120,Black,1500,52.86,22.1,true
Thermalright TL-C12015W-S,,120,White,1500,52,24.1,true
Scythe Wonder Tornado 3-Pack,29.99,120,Black,"350,2000","7.68,60.29","3,26.88",true
Kingwin CF-012LB,6.99,120,Black,950,40,19,false
ARCTIC BioniX P120 A-RGB 3-Pack,192.78,120,Black,"400,2300",48,30,true
NZXT F140 RGB DUO,34.97,140,White,"500,1800",84.75,36,true
Gigabyte AORUS 120 ARGB,36.98,120,Black,"800,1700","18.52,40.85","7.3,28.6",true
Delta Electronics PFB0912DHE-F00,,92,Black,8000,175.03,66.5,false
Corsair ML120 2-Pack,,120,White / Black,"400,2400","12,75","16,37",true
Deepcool XFAN,,80,Black,,21.8,20,false
Antec P12R,,120,White,"600,1500","55.31,61.46","14.2,29.5",true
Cooler Master SickleFlow 120 ARGB 3 In 1 3-Pack,70.39,120,White,"650,1800",62,"8,27",true
Delta Electronics AFB1212GHE-CF00,,120,Black,5200,240.96,62,false
Lian Li UNI FAN SL V2 120 5-Pack,,120,Black,"250,2000",64.5,29.2,true
Thermalright TL-8015,6.9,80,Gray,2200,28.4,23.3,true
Corsair iCUE AR120 Digital RGB 3-Pack,,120,Black,"400,1850","10.7,59","10,27.3",true
ID-COOLING TF-12025-ARGB,,120,Black / White,"500,1500",68.2,"13.8,30.5",true
NZXT AER RGB 2,,120,Black,"500,1500","17.48,52.44","22,33",true
Noctua S12A ULN,21.95,120,Brown,"600,800",,"6.7,8.6",false
ARCTIC P8,7.99,80,Black,3000,23.4,,false
Thermaltake CT ARGB Sync,24.99,200,White,"500,900",131.6,27.2,true
Iceberg Thermal IceGALE Xtra 2-Pack,16,140,Gray,"500,2500",169,"0,47",true
Corsair AF120 ELITE,19.98,120,White / Gray,"400,1850","10.9,59.1",31.5,true
be quiet! Pure Wings 2,11.9,140,Black,1000,61.2,18.8,false
Deepcool CF120 Plus 3-Pack,,120,Black / White,"500,1800",52.5,28.8,true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,64.98,120,Green,"500,2000",65.82,31.2,true
Corsair iCUE AR120 Digital RGB,,120,Black,"400,1850","10.7,59","10,27.3",true
upHere T7SYC7 6-Pack,,120,Black,"600,1700",,"16.1,27.7",true
Thermaltake TOUGHFAN EX14 Pro 3-Pack,,140,Black,"500,2000","102.3,119.6","31.6,34.1",true
Thermaltake CT140 EX ARGB Sync 3-Pack,64.98,140,Black,"500,1800",90.3,30.7,true
Thermaltake CT120 EX ARGB Sync 3-Pack,59.99,120,Pink,"500,2000",68,28.5,true
Gigabyte AORUS EZ CHAIN FAN 120,,120,White,"600,2000",60,"8.2,29",true
NZXT F120Q (2022),20.98,120,Black,"500,1200","27.77,64","16.7,22.5",true
Deepcool FL12,,120,Black,"500,2150",55,32,true
Corsair RS140 MAX 2-Pack,74.98,140,Black,1600,"27.5,104",31,true
Noctua A12x25 FLX,34.95,120,Brown,"1350,2000","37.96,60.09","14.2,22.6",false
Noctua A12x15 FLX,23.95,120,Brown,"950,1850","27.37,55.44","10.2,23.9",false
Cooler Master SickleFlow 120 ARGB,,120,White,"650,1800",62,"8,27",true
Cooler Master MasterFan MF120 Halo²,17.48,120,White,,51.88,27,true
Thermalright TL-P9,8.9,92,Black,2200,32.77,23.85,true
Noctua NF-A6x15 PWM,16.95,60,Brown,"3050,3500","11.83,13.77","16.5,19.8",true
Thermaltake CT120 EX Reverse ARGB Sync 3-Pack,64.98,120,Pink,"500,2000",65.82,31.2,true
Corsair iCUE AF120 RGB SLIM,,120,White,"600,2000","13.4,56.3",27.5,true
NZXT F120P (2022),14.99,120,White,"500,1800","21.67,78.02","17.9,30.6",true
Yeston SAKURA 6-Pack,54.9,120,Blue / White,"800,1800",79,35.4,true
NZXT AER RGB 2,,140,Black,"500,1500","30.39,91.19","22,33",true
Yeston SAKURA 3-Pack,29.9,120,Blue / White,"800,1800",79,35.4,true
Thermaltake CT140 Reverse ARGB Sync 2-Pack,,140,White,"500,1800",94.95,32.8,true
Deepcool FL12,,120,White,"500,2150",55,32,true
Thermaltake CT120 2-Pack,24.99,120,White,"500,2000",57.05,25.8,true
Lian Li UNI SL120,,120,White,"800,1900",58.54,"17,31",true
Deepcool XFAN,,120,Black,1300,44.71,26,false
Thermalright TL-B14,11.29,140,Gray,1500,82.5,27.6,true
Phanteks PH-F140D30 3-Pack,114.99,140,White,"250,1800",71.93,29.5,true
Lian Li UNI FAN AL120 V2,40.99,120,White,"250,2000",77.3,28.7,true
Thermaltake Pure,13.99,200,Black,,129.63,28.2,false
HYTE THICC FP12 3-Pack,109.99,120,Black / White,,105.8,"10,47.3",true
Noctua A4x10 PWM,15.95,40,Brown,"1000,5000","3.88,5.24","12.9,19.6",true
Noctua P12 PWM,29.19,120,Brown,"900,1300",,"12.6,19.8",true
ARCTIC BioniX P120,14.99,120,White / Black,"200,2100",67.56,,true
Thermalright TL-C12015,,120,Black,1800,59,26.1,true
NZXT F140 RGB DUO,30.9,140,Black,"500,1800",84.75,36,true
ARCTIC P8 PST,15.86,80,,"200,3000",23.4,,true
Thermalright TL-B8,6.89,80,White,2200,34,24,true
Phanteks M25-120 PWM D-RGB,,120,White,"500,2000",84.26,35.7,true
be quiet! Light Wings PWM,31.9,120,Black,1700,41.51,20.6,true
Xilence XPF40.W,,40,Black,4500,"6.9,11.73",19,false
Thermaltake CT140 EX ARGB Sync 3-Pack,72.49,140,White,"500,1800",90.3,30.7,true
ARCTIC BioniX F120,14.97,120,Black / White,"200,1800",69,24.4,true
Fractal Design Dynamic X2 GP,32.54,140,Black,"500,1700","47.9,105.9",33.7,true
Thermalright TL-H12-X28-S,11.9,120,Black,2150,80.45,29.4,true
Silverstone Air Slimmer 140,32.99,140,Black,"1,1700","1,82","1,33",true
Noctua R8 redux-1200,13.95,80,Black / Gray,1200,21.07,9.1,false
GAMDIAS AEOLUS P2,19.98,120,Black,"1000,2400",74.97,,true
Noctua S12B redux-700,16.95,120,Black / Gray,700,33.49,6.8,false
Silverstone Air Slimmer 120 ARGB,31.77,120,Black,,"0,63.67","0,31.7",true
be quiet! Pure Wings 2,23.5,92,Black,"500,1900",33.15,19.6,true
Thermalright TL-S12R,,120,White,1500,47.6,23.2,true
Corsair AF120 SLIM,,120,White,"600,2000","13.4,56.3","5,25.6",true
Corsair iCUE LINK RX140 2-Pack,72.65,140,Black,1700,"18.1,95.7","10,36",false
Corsair iCUE AR120 Digital RGB 3-Pack,,120,White,"400,1850","10.7,59","10,27.3",true
Silverstone FHS 120X,28.69,120,Black,"1000,4000",143.98,51.8,true
Antec Storm T3 3-Pack,39.99,140,Black,"600,1500","44.82,112.72",33.69,true
Corsair SP120 ELITE,,120,Black,"300,1300","6.37,45.4","5,20.6",true
be quiet! Light Wings LX 3-Pack,54.9,120,Black,1600,51.5,25.5,true
Cooler Master MOBIUS 120P ARGB,45.23,120,Black,,75.2,30,true
Noctua S12A FLX,21.95,120,Brown,"700,1200",,"7.4,17.8",false
Super Flower MEGACOOL 3-Pack,85.99,120,Black / Purple,"2000,3300","90.04,151.87","35.73,48.39",true
Phanteks M25-140 PWM D-RGB,,140,Black,"500,1800",104.62,36.57,true
Thermalright TL-C12W-S V3,6.99,120,White,1500,66.17,25.6,true
Silverstone Air Slimmer 140 ARGB,28.79,140,Black,"1,1700","1,82","1,33",true
be quiet! Pure Wings 3,12.9,120,Black,1600,49.9,25.5,false
Noctua P14s redux-1200,17.95,140,Black / Gray,1200,64.92,19.6,false
Corsair iCUE SP RGB ELITE,,120,White,"400,1500",47.73,28,true
Antec Tranquil 3-Pack,46.99,120,Black,"400,2000","11.05,59.23","18.7,28.6",true
Thermaltake SWAFAN EX12 RGB 3-Pack,109.99,120,Black,"500,2000","56.26,57.11","30.5,32.5",false
Cooler Master MOBIUS 140P ARGB,26.46,140,Black,,76.5,30,true
Noctua P12 redux-1300,15.45,120,Gray,1300,54.32,19.8,false
NZXT Aer P,28.98,140,Black,"500,1800","27.27,98.17","21,38",true
Vetroo ARGB120 3-Pack,29.99,120,White,1300,48.1,,true
Thermaltake CT140 Reverse ARGB Sync 2-Pack,66.26,140,Black,"500,1800",94.95,32.8,true
Scythe Kaze Flex140 Square,17.98,140,Gray / Black,"300,1800","16.8,100.8","4.19,26.45",true
Cooler Master Mobius OC,32.99,120,Blue / Black,,"40.2,88.1","17.4,39.3",true
Corsair iCUE ML RGB ELITE Premium,,120,Black,"450,2000","14.86,58.1","10,30.4",true
Thermalright TL-B12,,120,Black,2150,69,28.1,true
Geometric Future Squama 2503R 3-Pack,39.9,140,Black,"800,2100",71.8,34,true
Corsair AF120 (2018) 3-Pack,,120,Black / White,1400,52,26,false
Alphacool Apex Stealth Metal,22.5,120,Gold / Black,"400,3000",70.98,40.1,true
Masscool SL-FD14025,5.99,140,Clear,1000,45.32,20,false
Yeston SAKURA,20.9,120,Blue / White,"800,1800",79,35.4,true
Noctua P14s redux-900,17.95,140,Black / Gray,900,49.26,13.2,false
Phanteks M25-140 PWM D-RGB 3-Pack,55.99,140,Black,"500,1800",104.62,36.57,true
Thermaltake TOUGHFAN 12 Pro 2-Pack,43.62,120,Black,"500,2000","49.13,70.8","18.3,22.6",true
ADATA XPG VENTO PRO,20.34,120,Gray / Black,"450,2150",75,"10,28",true
Corsair ML140 PRO 2-Pack,184.47,140,Black / White,"400,1200",55.4,20.4,true
be quiet! Silent Wings 3,,140,Black,1000,59.5,15.5,true
Corsair iCUE SP120 RGB Pro,,120,Black,1400,52,26,false
Lian Li UNI FAN AL120 V2,,120,Black,"250,2000",77.3,28.7,true
ARCTIC P9 Silent,7.49,92,Black,1900,23.96,,true
Noctua S12B redux-1200,16.95,120,Black / Gray,1200,59.1,18.1,false
Thermalright TL-H12-X28,,120,Black,2150,80.45,29.4,true
Lian Li UNI FAN AL140 V2,,140,White,"250,1600",81.3,26.8,true
Antec Fusion 120 ARGB 3-Pack,,120,Black,"600,2000",57.93,"17.02,31.24",true
TRYX ROTA PRO,27.99,120,Black,"500,2250",81.32,30.97,true
darkFlash Aurora DR12 PRO 5-Pack,,120,Black,1200,20.34,16,false
Cooler Master MasterFan MF140 Halo²,22.22,140,White,,59.51,27,true
Iceberg Thermal IceGALE Xtra 2-Pack,16,140,Black,"500,2500",169,"0,47",true
ARCTIC P8 PST 5-Pack,28.99,80,Black,"200,3000",23.4,,true
ARCTIC P12 PST,19.98,120,Black / Translucent Black,"200,1800",56.3,,true
Thermaltake Riing Plus TT 5-Pack,,120,Black,"500,1500",48.34,24.7,true
NZXT Aer F 2-Pack,,120,Black,"500,1500","21.01,63.02","22,31",true
Xilence XPF60.S.W,,60,Black,2100,12,22,false
Silverstone FHS80X,24.24,80,Black,"2000,10000",83.66,61.4,true
Phanteks M25-120 PWM D-RGB 3-Pack,,120,Black,"500,2000",84.26,35.7,true
Thermaltake SWAFAN EX14 RGB 3-Pack,118.99,140,White,"500,2000","79.3,81.6","34.5,38.8",false
be quiet! Shadow Wings 2,19.89,140,White / Black,900,"49.8,85",14.9,true
Geometric Future Squama 2503R,12.9,140,Black,"800,2100",71.8,34,true
ID-COOLING TF-9215 ARGB,9.99,92,Black / White,"800,2500",44.3,"14,33.4",true
Thermalright TL-8015,,80,White,2200,28.4,23.3,true
be quiet! Silent Wings 4,26.9,120,White,1600,48.7,18.9,true
Thermalright TL-H12015,10.59,120,Black,1900,56.36,28.4,true
be quiet! Light Wings LX 3-Pack,54.9,120,White,1600,51.5,25.5,true
Scythe Wonder Tornado 3-Pack,29.99,120,Black,"350,2500","7.68,75.17","3,35.57",true
EK Loop Fan FPT 120 D-RGB,33.99,120,Black,"550,2300",77,36,true
Iceberg Thermal IceGALE Xtra 3-Pack,29.99,120,Black,"500,3000",127,"0,44",true
Lian Li Uni Fan SL,,140,Black,"500,1500",70.5,30,true
Thermaltake TOUGHFAN,24.48,120,Black,"500,2000",58.35,22.3,true
ID-COOLING ZF-12025 Pastel,,120,Pink,"900,2000",55.2,"16.3,33.5",true
Thermalright TL-B6B,7.79,60,Black,3200,16.17,20.17,true
Montech Metal Pro,18.98,120,White,"600,2200",76.2,29.1,true
Thermalright TL-P9,6.9,92,White,2200,32.77,23.85,true
Thermaltake Pure Plus RGB TT Premium Edition 3-Pack,54.98,120,Black,"500,1500",56.45,25.8,true
be quiet! Light Wings LX,19.89,140,Black,1200,56,22.9,true
Noctua A14 FLX,24.95,140,Brown,"900,1200","52.2,68","13.8,19.2",false
Fractal Design Aspect 12 RGB,,120,White,1200,32,18.3,false
Corsair iCUE AR120 Digital RGB,,120,White,"400,1850","10.7,59","10,27.3",true
Montech AX,15.9,140,White,"600,1600",90.5,27.9,true
Deepcool RF 120 3-Pack,,120,Black / Clear,"500,1500",56.5,"17.8,27",true
ARCTIC P12 PST RGB 0dB,,120,Black,,48.8,,true
Thermaltake SWAFAN EX12 RGB 3-Pack,69.72,120,White,"500,2000","56.26,57.11","30.5,32.5",false
be quiet! Silent Wings 3,62.49,120,Black,2200,73.33,28.6,true
Thermaltake TOUGHFAN 14 Pro 2-Pack,49.99,140,Black,"500,2000","87.6,119.6","24.5,31.6",true
Corsair ML120 Pro,26.17,120,Black / Red,"400,2400","12,75","16,37",true
ARCTIC BioniX P120 A-RGB,,120,Black,"400,2300",48,30,true
TRYX ROTA PRO,27.99,120,White,"500,2250",81.32,30.97,true
Corsair iCUE QL140 2-Pack,119.99,140,White / Black,"550,1250",50.2,26,true
Lian Li UNI FAN AL120 3-Pack,,120,Black,"800,1900",64.5,"17,28.3",true
PC Cooler Moonlight 5-Pack,,120,Black,"1000,1800",54,,true
Noctua P12 redux-900,16.95,120,Gray,900,37.31,12.6,false
Corsair LL140,,140,Black,"600,1300",51.5,25,true
Geometric Future Squama 2503R,9.9,120,White,1500,57.67,29.87,true
Silverstone Air Penetrator 184i PRO,34.99,180,Black,"1,1200","1,143.21","1,34.5",true
Thermalright TL-H120-15B-S,11.9,120,Black,1900,56.36,28.4,true
Thermaltake TOUGHFAN,22.21,140,Black,"500,2000",119.1,"25.2,33.2",true
MSI MPG EZ120,39.99,120,White,,"0,73.82","0,28.82",true
Scythe Wonder Tornado,13.99,120,White,"350,2500","7.68,75.17","3,35.57",true
be quiet! Pure Wings 2,12.89,120,Black,2000,65.51,36.9,true
Apevia 12S 10-Pack,28.99,120,Black,1350,57.67,24.7,false
Corsair ML120 Pro,,120,Black,"400,2400","12,75","16,37",true
Iceberg Thermal IceGALE Silent PWM 3-Pack,19.98,120,Black / Blue,"600,1600","50,55","20,25",true
MSI Torx,98.75,120,Black / Red,"500,1800","19.79,71.27","17.2,33.6",true
